bus,voltage_pu
sourcebus,0.9999993675543676
bus1,0.998600020295056
bus2,0.9995978721683421
bus3,1.0003961328306008
bus4,1.0009948159279205
bus5,1.0013939319821314
bus6,1.001593488143883
