bus,voltage_pu
sourcebus,0.999987440255535
bus1,0.9928589225982166
bus2,0.9888731447744655
bus3,0.9856806732153912
bus4,0.9832840641582443
bus5,0.9816852471913481
bus6,0.9808855146653493
